node,node_type,label,degree,pagerank,genres
movie_78467,movie,Jonah Hex (2010),4,3.300215392690611e-05,Action|Drama|Thriller|Western
movie_78703,movie,TiMER (2009),2,2.2251524621222733e-05,Comedy|Drama|Fantasy|Romance
movie_79057,movie,Predators (2010),10,5.813365051999973e-05,Action|Sci-Fi|Thriller
movie_80860,movie,Life as We Know It (2010),6,4.540170013176148e-05,Comedy|Romance
movie_81910,movie,"Art of the Steal, The (2009)",2,2.39228942941224e-05,Documentary
movie_83134,movie,Tucker & Dale vs Evil (2010),18,8.519046353322617e-05,Comedy|Horror
movie_83803,movie,Day & Night (2010),5,3.970097539052306e-05,Animation|Children
movie_84772,movie,Paul (2011),15,8.442450737828315e-05,Adventure|Comedy|Sci-Fi
movie_85780,movie,Family Guy Presents: It's a Trap (2010),6,4.498115637130289e-05,Animation|Comedy|Sci-Fi
movie_86293,movie,Arthur (2011),6,4.304534030645911e-05,Comedy
movie_86377,movie,Louis C.K.: Shameless (2007),7,4.079413273052482e-05,Comedy
movie_86833,movie,Bridesmaids (2011),21,0.00010612143398308563,Comedy
movie_89087,movie,Colombiana (2011),6,4.2310609592732154e-05,Action|Adventure|Drama|Thriller
movie_89470,movie,Contagion (2011),12,6.633898139975664e-05,Sci-Fi|Thriller|IMAX
movie_90576,movie,What's Your Number? (2011),1,1.8157404700613356e-05,Comedy|Romance
movie_92420,movie,Chronicle (2012),8,5.0775491723561975e-05,Action|Sci-Fi|Thriller
movie_93287,movie,"Big Year, The (2011)",4,3.1538851220612845e-05,Comedy
movie_94959,movie,Moonrise Kingdom (2012),29,0.00013953752996016298,Comedy|Drama|Romance
movie_95218,movie,First Position (2011),1,1.8157404700613356e-05,Documentary
movie_95624,movie,"Firm, The (2009)",1,1.8157404700613356e-05,Drama
movie_95875,movie,Total Recall (2012),8,4.885651339245612e-05,Action|Sci-Fi|Thriller
movie_96110,movie,"Campaign, The (2012)",9,5.969001818620374e-05,Comedy
movie_114762,movie,Two Night Stand (2014),3,2.9467290918458215e-05,Comedy|Romance
movie_4744,movie,Jeepers Creepers (2001),7,4.2690820562971886e-05,Horror
movie_4880,movie,Life as a House (2001),9,4.9348434093385616e-05,Drama
movie_1172,movie,Cinema Paradiso (Nuovo cinema Paradiso) (1989),34,0.00014884551797612945,Drama
movie_1300,movie,My Life as a Dog (Mitt liv som hund) (1985),9,5.490490603806947e-05,Comedy|Drama
movie_1955,movie,Kramer vs. Kramer (1979),14,7.283898786516563e-05,Drama
movie_1959,movie,Out of Africa (1985),15,7.875488821209433e-05,Drama|Romance
movie_1962,movie,Driving Miss Daisy (1989),23,0.00010199833766677622,Drama
movie_3152,movie,"Last Picture Show, The (1971)",8,4.694566205701439e-05,Drama
movie_3359,movie,Breaking Away (1979),11,6.148577612908012e-05,Comedy|Drama
movie_3468,movie,"Hustler, The (1961)",18,8.840406537963888e-05,Drama
movie_91077,movie,"Descendants, The (2011)",11,6.210056183709226e-05,Comedy|Drama
movie_2136,movie,"Nutty Professor, The (1963)",14,6.7289661372567e-05,Comedy|Sci-Fi
movie_44193,movie,She's the Man (2006),6,3.8103064095500985e-05,Comedy|Romance
movie_45221,movie,Stick It (2006),6,4.417946072827901e-05,Comedy
movie_47122,movie,John Tucker Must Die (2006),9,5.2682254376183456e-05,Comedy|Romance
movie_47518,movie,Accepted (2006),14,8.039988261988708e-05,Comedy
movie_48414,movie,Open Season (2006),2,2.214810331391636e-05,Adventure|Animation|Children|Comedy|IMAX
movie_50601,movie,Bridge to Terabithia (2007),9,5.008036364032e-05,Adventure|Children|Fantasy
movie_53460,movie,Surf's Up (2007),7,4.990502779310586e-05,Animation|Children|Comedy
movie_55768,movie,Bee Movie (2007),10,5.583367061986119e-05,Animation|Comedy
movie_68135,movie,17 Again (2009),10,5.5568446180096566e-05,Comedy|Drama
movie_69278,movie,Land of the Lost (2009),7,4.365806545544905e-05,Action|Adventure|Comedy|Sci-Fi
movie_71518,movie,Whip It (2009),5,3.711591048708328e-05,Comedy|Drama
movie_72226,movie,Fantastic Mr. Fox (2009),18,8.775983154601203e-05,Adventure|Animation|Children|Comedy|Crime
movie_74647,movie,Motherhood (2009),1,1.8284542774553367e-05,Comedy
movie_75805,movie,"Bounty Hunter, The (2010)",6,4.306981274276311e-05,Action|Comedy|Romance
movie_76293,movie,Date Night (2010),11,6.75964244296243e-05,Action|Comedy|Romance
movie_87485,movie,Bad Teacher (2011),9,5.2734591404038765e-05,Comedy
movie_92509,movie,"Vow, The (2012)",3,2.6739179839053557e-05,Drama|Romance
movie_93272,movie,Dr. Seuss' The Lorax (2012),5,3.5949206820880115e-05,Animation|Fantasy|Musical|IMAX
movie_99106,movie,"Guilt Trip, The (2012)",3,2.8301907654078232e-05,Comedy
movie_101612,movie,Admission (2013),4,3.3319469722971494e-05,Comedy|Romance
movie_105037,movie,"To Do List, The (2013)",4,3.221600782876355e-05,Comedy
movie_109483,movie,That Awkward Moment (2014),4,3.27568818197133e-05,Comedy|Romance
movie_111320,movie,Mom's Night Out (2014),1,1.8284542774553367e-05,Comedy
movie_112450,movie,They Came Together (2014),1,1.8284542774553367e-05,Comedy|Romance
movie_112788,movie,Sex Tape (2014),5,3.8480140815402874e-05,Comedy
movie_113378,movie,"Giver, The (2014)",5,3.886232471090708e-05,Drama|Sci-Fi
movie_114074,movie,The Skeleton Twins (2014),3,2.824557084563391e-05,Drama
movie_123947,movie,Cake (2014),2,2.422717108005014e-05,Drama
movie_127202,movie,Me and Earl and the Dying Girl (2015),6,3.8245328111081996e-05,Drama
movie_128520,movie,The Wedding Ringer (2015),5,4.3615898884090406e-05,Comedy
movie_131013,movie,Get Hard (2015),8,5.546010289702468e-05,Comedy|Crime
movie_138204,movie,7 Days in Hell (2015),2,2.230294254013713e-05,Comedy
movie_149354,movie,Sisters (2015),7,4.6043116915867334e-05,Children|Comedy
movie_151739,movie,Dirty Grandpa (2016),4,3.746915353998432e-05,Comedy
movie_926,movie,All About Eve (1950),24,0.00011774308116591253,Drama
movie_949,movie,East of Eden (1955),6,4.036303779117818e-05,Drama
movie_1041,movie,Secrets & Lies (1996),11,6.228803314442881e-05,Drama
movie_1185,movie,My Left Foot (1989),10,6.011862771141164e-05,Drama
movie_2010,movie,Metropolis (1927),21,9.789404468164015e-05,Drama|Sci-Fi
movie_2360,movie,"Celebration, The (Festen) (1998)",12,6.658895379812721e-05,Drama
movie_2594,movie,Open Your Eyes (Abre los ojos) (1997),10,5.632275135186948e-05,Drama|Romance|Sci-Fi|Thriller
movie_3089,movie,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),16,8.206754246847854e-05,Drama
movie_3307,movie,City Lights (1931),13,7.901016074941158e-05,Comedy|Drama|Romance
movie_4103,movie,Empire of the Sun (1987),10,5.7179161138267717e-05,Action|Adventure|Drama|War
movie_4427,movie,"Lion in Winter, The (1968)",9,5.3481295348253895e-05,Drama
movie_4546,movie,"Vanishing, The (Spoorloos) (1988)",6,4.278587515131062e-05,Drama|Thriller
movie_5300,movie,3:10 to Yuma (1957),1,1.9090155089182465e-05,Action|Adventure|Drama|Thriller|Western
movie_5304,movie,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",2,2.4654298968077276e-05,Drama|War
movie_5341,movie,Lenny (1974),2,2.4929539615691098e-05,Drama
movie_5434,movie,"Sorry, Wrong Number (1948)",5,3.728175391168889e-05,Drama|Film-Noir|Thriller
movie_5812,movie,Far from Heaven (2002),11,6.213152205802866e-05,Drama|Romance
movie_5867,movie,Thief (1981),2,2.3067413141472904e-05,Crime|Drama|Thriller
movie_6235,movie,Europa Europa (Hitlerjunge Salomon) (1990),3,2.9924905081988052e-05,Drama|War
movie_6244,movie,Salaam Bombay! (1988),2,2.4929539615691098e-05,Drama
movie_6270,movie,Akira Kurosawa's Dreams (Dreams) (1990),3,3.030995994666945e-05,Drama|Fantasy
movie_6301,movie,Straw Dogs (1971),5,3.9320470075076964e-05,Drama|Thriller
movie_6305,movie,Fahrenheit 451 (1966),10,5.9197255601602556e-05,Drama|Sci-Fi
movie_6591,movie,"Magdalene Sisters, The (2002)",6,4.064361134421598e-05,Drama
movie_6791,movie,Babette's Feast (Babettes gæstebud) (1987),5,3.997979216275093e-05,Drama
movie_6852,movie,In Cold Blood (1967),4,3.349184612331801e-05,Crime|Drama
movie_6858,movie,Knife in the Water (Nóz w wodzie) (1962),2,2.3308079852852637e-05,Drama
movie_7087,movie,"Passage to India, A (1984)",2,2.4929539615691098e-05,Adventure|Drama
movie_7158,movie,House of Sand and Fog (2003),9,5.2478390427210535e-05,Drama
movie_7234,movie,"Strada, La (1954)",6,4.3132633097921194e-05,Drama
movie_7419,movie,After Hours (1985),7,4.559317860720511e-05,Comedy|Thriller
movie_7889,movie,Pat Garrett and Billy the Kid (1973),2,2.4855644682691506e-05,Western
movie_8154,movie,"Dolce Vita, La (1960)",6,4.953108306447213e-05,Drama
movie_8183,movie,Educating Rita (1983),3,2.838328342835118e-05,Comedy|Drama
movie_8340,movie,Escape from Alcatraz (1979),7,4.2943397663383016e-05,Drama|Thriller
movie_8341,movie,Oliver Twist (1948),3,2.8404623268497466e-05,Adventure|Crime|Drama
movie_8804,movie,"Story of Women (Affaire de femmes, Une) (1988)",1,1.9090155089182465e-05,Drama
movie_8838,movie,Alice Doesn't Live Here Anymore (1974),3,2.9349484235394315e-05,Drama|Romance
movie_26350,movie,"Passenger, The (Professione: reporter) (1975)",1,1.9090155089182465e-05,Drama
movie_26578,movie,"Sacrifice, The (Offret - Sacraficatio) (1986)",3,2.9649407036325645e-05,Drama
movie_27721,movie,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",6,3.9293409408647044e-05,Drama|Mystery|Romance|War
movie_31522,movie,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",1,1.9090155089182465e-05,Drama
movie_39292,movie,"Good Night, and Good Luck. (2005)",20,0.00010147703942097612,Crime|Drama
movie_44937,movie,"Child, The (L'enfant) (2005)",1,1.9090155089182465e-05,Crime|Drama
movie_48698,movie,Deliver Us from Evil (2006),2,2.4929539615691098e-05,Documentary
movie_50274,movie,Venus (2006),2,2.4929539615691098e-05,Drama|Romance
movie_52967,movie,Away from Her (2006),4,3.290607310961744e-05,Drama
movie_55069,movie,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)",3,2.9521820041435538e-05,Drama
movie_55444,movie,Control (2007),3,2.764313303622572e-05,Drama
movie_55814,movie,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)",5,3.595964922434768e-05,Drama
movie_57147,movie,Cassandra's Dream (2007),1,1.9090155089182465e-05,Crime|Drama|Thriller
movie_58103,movie,Vantage Point (2008),6,4.015359551617297e-05,Action|Drama|Thriller
movie_58154,movie,"Other Boleyn Girl, The (2008)",7,4.730680617743279e-05,Drama|Romance
movie_6303,movie,"Andromeda Strain, The (1971)",8,4.819799573768455e-05,Mystery|Sci-Fi
movie_7001,movie,Invasion of the Body Snatchers (1978),6,3.617965269481362e-05,Horror|Mystery|Sci-Fi|Thriller
movie_2318,movie,Happiness (1998),16,7.952549674116839e-05,Comedy|Drama
movie_7669,movie,Pride and Prejudice (1995),9,4.921881788827539e-05,Drama|Romance
movie_39446,movie,Saw II (2005),13,6.7158253276468e-05,Horror|Thriller
movie_55577,movie,Saw IV (2007),5,3.4555701542456204e-05,Crime|Horror|Thriller
movie_63436,movie,Saw V (2008),3,2.592085558688241e-05,Crime|Horror|Thriller
movie_72129,movie,Saw VI (2009),3,2.592085558688241e-05,Crime|Horror|Mystery|Thriller
movie_81535,movie,Saw VII 3D - The Final Chapter (2010),1,1.7688281407150648e-05,Horror|Mystery|Thriller
movie_20,movie,Money Train (1995),15,6.983034930849642e-05,Action|Comedy|Crime|Drama|Thriller
movie_2792,movie,Airplane II: The Sequel (1982),19,9.730635459759023e-05,Comedy
movie_164,movie,Devil in a Blue Dress (1995),14,6.696255488127385e-05,Crime|Film-Noir|Mystery|Thriller
movie_1189,movie,"Thin Blue Line, The (1988)",11,6.472015716820785e-05,Documentary
movie_1192,movie,Paris Is Burning (1990),5,3.6118300469902325e-05,Documentary
movie_2659,movie,It Came from Hollywood (1982),1,1.809730786244645e-05,Comedy|Documentary
movie_3197,movie,"Presidio, The (1988)",7,4.46482372469403e-05,Action|Crime|Romance|Thriller
movie_3266,movie,Man Bites Dog (C'est arrivé près de chez vous) (1992),6,4.279294253359199e-05,Comedy|Crime|Drama|Thriller
movie_3425,movie,Mo' Better Blues (1990),5,3.816683758081868e-05,Drama|Musical
movie_3576,movie,"Hidden, The (1987)",4,3.075167108775697e-05,Action|Horror|Sci-Fi
movie_4887,movie,"One, The (2001)",14,7.029810735476188e-05,Action|Sci-Fi|Thriller
movie_6059,movie,"Recruit, The (2003)",17,8.097319810569924e-05,Action|Thriller
movie_6952,movie,Gothika (2003),9,5.234457913877833e-05,Horror|Thriller
movie_60030,movie,Spiral (2007),1,1.830644391594881e-05,Drama|Horror|Thriller
movie_69654,movie,Prison Break: The Final Break (2009),1,1.830644391594881e-05,Action|Drama|Thriller
movie_75395,movie,Frozen (2010),2,2.389144955109924e-05,Drama|Horror|Thriller
movie_78266,movie,Splice (2009),3,2.5571242927029156e-05,Horror|Sci-Fi|Thriller
movie_78349,movie,Exam (2009),5,3.407629813070211e-05,Mystery|Thriller
movie_80363,movie,Resident Evil: Afterlife (2010),7,4.3216222923509846e-05,Action|Horror|Sci-Fi|Thriller|IMAX
movie_80831,movie,Let Me In (2010),7,4.56228685831068e-05,Drama|Horror|Mystery
movie_81417,movie,Paranormal Activity 2 (2010),5,3.4869770747764366e-05,Horror|IMAX
movie_82041,movie,"Loved Ones, The (2009)",2,2.1910998014807032e-05,Horror
movie_84189,movie,I Spit on Your Grave (2010),2,2.2059327466435838e-05,Crime|Horror|Thriller
movie_84601,movie,Unknown (2011),6,3.999436754697458e-05,Drama|Mystery|Thriller
movie_85397,movie,Red Riding Hood (2011),2,2.3673701828296893e-05,Fantasy|Horror|Mystery|Thriller
movie_90405,movie,In Time (2011),14,7.070871157968969e-05,Crime|Sci-Fi|Thriller
movie_90469,movie,Paranormal Activity 3 (2011),2,2.389144955109924e-05,Horror
movie_91974,movie,Underworld: Awakening (2012),5,3.454494631336595e-05,Action|Fantasy|Horror|IMAX
movie_93297,movie,Act of Valor (2012),2,2.2666961059839623e-05,Action|Thriller|War
movie_96691,movie,Resident Evil: Retribution (2012),2,2.2324843681532577e-05,Action|Horror|Sci-Fi|IMAX
movie_96917,movie,House at the End of the Street (2012),1,1.830644391594881e-05,Horror|Thriller
movie_98361,movie,Byzantium (2012),1,1.830644391594881e-05,Drama|Fantasy|Thriller
movie_100810,movie,Dark Skies (2013),2,2.389144955109924e-05,Horror|Sci-Fi|Thriller
movie_103075,movie,"Purge, The (2013)",4,3.176521658090389e-05,Crime|Horror|Thriller
movie_103688,movie,"Conjuring, The (2013)",7,4.294466984634835e-05,Horror|Thriller
movie_2381,movie,Police Academy 4: Citizens on Patrol (1987),7,4.361825224582915e-05,Comedy|Crime
movie_2383,movie,Police Academy 6: City Under Siege (1989),4,3.314903655176504e-05,Comedy|Crime
movie_2384,movie,Babe: Pig in the City (1998),29,0.00013094918533191412,Adventure|Children|Drama
movie_4386,movie,Cats & Dogs (2001),11,5.992840742196918e-05,Children|Comedy
movie_4989,movie,How High (2001),9,5.312155761794853e-05,Comedy
movie_5065,movie,"Mothman Prophecies, The (2002)",13,6.523985306397202e-05,Drama|Fantasy|Horror|Mystery|Thriller
movie_5094,movie,Rollerball (2002),7,4.483801203102703e-05,Action|Sci-Fi
movie_5106,movie,Crossroads (2002),7,4.414189512431149e-05,Comedy|Musical|Romance
movie_5296,movie,"Sweetest Thing, The (2002)",10,5.50087380881356e-05,Comedy|Romance
movie_5414,movie,Bad Company (2002),4,3.14674957810931e-05,Action|Comedy|Crime
movie_5803,movie,I Spy (2002),7,4.422098043320444e-05,Action|Adventure|Comedy|Crime
movie_5874,movie,Friday After Next (2002),5,3.4737016134520345e-05,Comedy
movie_5900,movie,Analyze That (2002),8,4.5470672615691005e-05,Comedy|Crime
movie_6006,movie,Just Married (2003),8,4.642864667169988e-05,Comedy|Romance
movie_6014,movie,National Security (2003),5,3.465089719645076e-05,Action|Comedy
movie_6249,movie,Boat Trip (2003),4,3.281022554632854e-05,Comedy
movie_6338,movie,Daddy Day Care (2003),6,3.811306539723011e-05,Children|Comedy
movie_6484,movie,Hollywood Homicide (2003),7,4.284204582727589e-05,Action|Crime|Drama
movie_6536,movie,Sinbad: Legend of the Seven Seas (2003),6,4.016023406870256e-05,Adventure|Animation|Children|Fantasy
movie_6550,movie,Johnny English (2003),13,7.33458526017011e-05,Action|Comedy|Thriller
movie_6566,movie,Spy Kids 3-D: Game Over (2003),3,2.528716204074729e-05,Action|Adventure|Children
movie_6586,movie,American Wedding (American Pie 3) (2003),16,8.419166498161317e-05,Comedy
movie_6593,movie,Freaky Friday (2003),24,0.00010959234785043211,Children|Comedy|Fantasy
movie_6686,movie,"Medallion, The (2003)",5,4.113306593492153e-05,Action|Comedy|Crime|Fantasy
movie_6687,movie,My Boss's Daughter (2003),4,3.0650264325797984e-05,Comedy|Romance
movie_6702,movie,Dickie Roberts: Former Child Star (2003),5,3.357249612120233e-05,Comedy
movie_6750,movie,Anything Else (2003),3,2.5766129654670908e-05,Comedy|Drama|Romance
movie_6752,movie,"Fighting Temptations, The (2003)",1,1.7908499120122262e-05,Drama
movie_6764,movie,"Rundown, The (2003)",17,8.563274208232514e-05,Action|Adventure|Comedy
movie_6886,movie,Beyond Borders (2003),1,1.7908499120122262e-05,Drama|Romance|War
movie_6887,movie,Radio (2003),5,3.35330009485957e-05,Drama
movie_6946,movie,Looney Tunes: Back in Action (2003),2,2.2134922468463878e-05,Action|Animation|Children|Fantasy
movie_6949,movie,"Big Empty, The (2003)",1,1.7908499120122262e-05,Comedy|Mystery|Sci-Fi
movie_6958,movie,"Haunted Mansion, The (2003)",10,6.175737533328775e-05,Children|Comedy|Fantasy|Horror
movie_7142,movie,Honey (2003),3,2.751836188391947e-05,Drama|Romance
movie_3155,movie,Anna and the King (1999),9,5.1414146665842156e-05,Drama|Romance
movie_27397,movie,Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000),4,3.2902291847187196e-05,Crime|Drama|Mystery|Thriller|War
movie_55442,movie,Persepolis (2007),11,6.332603597656063e-05,Animation|Drama
movie_58303,movie,"Counterfeiters, The (Die Fälscher) (2007)",3,2.4872546250968952e-05,Crime|Drama|War
movie_14,movie,Nixon (1995),18,7.961888409796223e-05,Drama
movie_55,movie,Georgia (1995),1,1.8128626706464376e-05,Drama
movie_154,movie,Beauty of the Day (Belle de jour) (1967),12,6.421687494174218e-05,Drama
movie_214,movie,Before the Rain (Pred dozhdot) (1994),2,2.2942087750934853e-05,Drama|War
movie_287,movie,Nina Takes a Lover (1994),1,1.8128626706464376e-05,Comedy|Romance
movie_299,movie,Priest (1994),4,2.9857245312621198e-05,Drama
movie_321,movie,Strawberry and Chocolate (Fresa y chocolate) (1993),2,2.3692770585359183e-05,Drama
movie_324,movie,"Sum of Us, The (1994)",1,1.8128626706464376e-05,Comedy|Drama
movie_326,movie,To Live (Huozhe) (1994),3,2.6700093173469603e-05,Drama
movie_331,movie,Tom & Viv (1994),2,2.2942087750934853e-05,Drama
movie_369,movie,Mrs. Parker and the Vicious Circle (1994),2,2.2942087750934853e-05,Drama
movie_406,movie,Federal Hill (1994),1,1.8128626706464376e-05,Drama
movie_691,movie,Mrs. Winterbourne (1996),3,2.5726468854113344e-05,Comedy|Romance
movie_722,movie,"Haunted World of Edward D. Wood Jr., The (1996)",1,1.8128626706464376e-05,Documentary
movie_726,movie,Last Dance (1996),1,1.8128626706464376e-05,Drama
movie_900,movie,"American in Paris, An (1951)",12,6.762302487017348e-05,Musical|Romance
movie_948,movie,Giant (1956),6,4.276664099600342e-05,Drama|Romance|Western
movie_971,movie,Cat on a Hot Tin Roof (1958),10,5.33886382556892e-05,Drama
movie_987,movie,Bliss (1997),1,1.8128626706464376e-05,Drama|Romance
movie_1091,movie,Weekend at Bernie's (1989),21,9.785759317365952e-05,Comedy
movie_1131,movie,Jean de Florette (1986),11,5.473243533114359e-05,Drama|Mystery
movie_1132,movie,Manon of the Spring (Manon des sources) (1986),8,4.3489872493639175e-05,Drama
movie_1135,movie,Private Benjamin (1980),13,6.989429721497859e-05,Comedy
movie_1187,movie,Passion Fish (1992),5,3.646110154203533e-05,Drama
movie_1190,movie,Tie Me Up! Tie Me Down! (¡Átame!) (1990),6,3.9650174399218985e-05,Crime|Drama|Romance
movie_1194,movie,Cheech and Chong's Up in Smoke (1978),11,5.7241078692326475e-05,Comedy
movie_1286,movie,Somewhere in Time (1980),7,4.244749345457895e-05,Drama|Romance
movie_1290,movie,Some Kind of Wonderful (1987),10,5.505067785147884e-05,Drama|Romance
movie_1295,movie,"Unbearable Lightness of Being, The (1988)",11,5.712162394764835e-05,Drama
movie_1296,movie,"Room with a View, A (1986)",17,7.938296454526907e-05,Drama|Romance
movie_1305,movie,"Paris, Texas (1984)",4,3.040498297394841e-05,Drama|Romance
movie_1395,movie,Tin Men (1987),5,3.371914849281389e-05,Comedy|Drama
movie_1414,movie,Mother (1996),8,4.868581837485424e-05,Comedy
movie_53,movie,Lamerica (1994),2,2.457979579619545e-05,Adventure|Drama
movie_1140,movie,Entertaining Angels: The Dorothy Day Story (1996),1,1.9766334751724973e-05,Drama
movie_1519,movie,Broken English (1996),1,1.9766334751724973e-05,Drama
movie_1596,movie,Career Girls (1997),3,2.8399175152383188e-05,Drama
movie_1624,movie,"Thousand Acres, A (1997)",2,2.533047863061978e-05,Drama
movie_1683,movie,"Wings of the Dove, The (1997)",6,4.097653268108901e-05,Drama|Romance
movie_1694,movie,"Apostle, The (1997)",7,4.4664917862945416e-05,Drama
movie_1730,movie,Kundun (1997),4,3.510438090588782e-05,Drama
movie_72356,movie,Partly Cloudy (2009),4,3.3522094015366586e-05,Animation|Children|Comedy|Fantasy
movie_74553,movie,"Secret of Kells, The (2009)",2,2.1205341592654937e-05,Animation|Fantasy
movie_3910,movie,Dancer in the Dark (2000),20,9.733034720367342e-05,Drama|Musical
movie_6464,movie,Good Burger (1997),2,2.2099468923776185e-05,Children|Comedy
movie_7312,movie,"Follow Me, Boys! (1966)",1,1.8109499595493555e-05,Comedy|Drama
movie_26974,movie,Gummo (1997),3,2.6459986067666998e-05,Drama
movie_74795,movie,Green Zone (2010),9,5.46379582718542e-05,Action|Drama|Thriller|War
movie_83177,movie,Yogi Bear (2010),3,2.8520523230128286e-05,Children|Comedy
movie_901,movie,Funny Face (1957),7,4.929066760221094e-05,Comedy|Musical
movie_905,movie,It Happened One Night (1934),14,7.917835597665582e-05,Comedy|Romance
movie_918,movie,Meet Me in St. Louis (1944),10,5.9805536358870594e-05,Musical
movie_936,movie,Ninotchka (1939),6,4.7020861892643404e-05,Comedy|Romance
movie_945,movie,Top Hat (1935),7,5.01364865851558e-05,Comedy|Musical|Romance
movie_946,movie,To Be or Not to Be (1942),3,3.210446607718763e-05,Comedy|Drama|War
movie_947,movie,My Man Godfrey (1936),4,3.901061031956304e-05,Comedy|Romance
movie_950,movie,"Thin Man, The (1934)",7,4.934092218808311e-05,Comedy|Crime
movie_3061,movie,Holiday Inn (1942),8,5.2663863672918685e-05,Comedy|Musical
movie_3097,movie,"Shop Around the Corner, The (1940)",3,3.4275672628993796e-05,Comedy|Drama|Romance
movie_3315,movie,Happy Go Lovely (1951),1,2.4538385392396186e-05,Musical
movie_3599,movie,Anchors Aweigh (1945),5,4.322538481448645e-05,Comedy|Musical
movie_3604,movie,Gypsy (1962),1,2.4538385392396186e-05,Musical
movie_3606,movie,On the Town (1949),4,3.8958769091794396e-05,Comedy|Musical|Romance
movie_3991,movie,102 Dalmatians (2000),9,5.683732310152038e-05,Children|Comedy
movie_4300,movie,Bread and Roses (2000),3,3.4390186192940366e-05,Drama
movie_4899,movie,Black Knight (2001),8,5.528265812131591e-05,Adventure|Comedy|Fantasy
movie_5092,movie,Big Fat Liar (2002),5,4.377270976735829e-05,Children|Comedy
movie_5480,movie,Stuart Little 2 (2002),5,4.091748104131333e-05,Children|Comedy
movie_5529,movie,Serving Sara (2002),2,2.9214082964850554e-05,Comedy|Romance
movie_5621,movie,"Tuxedo, The (2002)",10,6.252610527466787e-05,Action|Comedy
movie_6271,movie,Day for Night (La Nuit Américaine) (1973),1,2.4538385392396186e-05,Comedy|Drama|Romance
movie_6402,movie,Siam Sunset (1999),1,2.4538385392396186e-05,Comedy
movie_6604,movie,Hawks and Sparrows (Uccellacci e Uccellini) (1966),1,2.4538385392396186e-05,Comedy
movie_6650,movie,Kind Hearts and Coronets (1949),3,3.38887189047116e-05,Comedy|Drama
movie_6783,movie,"Rules of the Game, The (La règle du jeu) (1939)",3,3.250007660331095e-05,Comedy|Drama
movie_7067,movie,Juliet of the Spirits (Giulietta degli spiriti) (1965),2,3.0102529271290997e-05,Comedy|Drama|Fantasy|Romance
movie_7209,movie,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)",3,3.4978198496966656e-05,Comedy
movie_7297,movie,Kitchen Stories (Salmer fra kjøkkenet) (2003),3,3.420258493228517e-05,Comedy|Drama
movie_7381,movie,"Whole Ten Yards, The (2004)",7,4.869495725921587e-05,Action|Comedy|Crime
movie_8238,movie,Little Murders (1971),1,2.4538385392396186e-05,Comedy|Crime
movie_8372,movie,Garfield: The Movie (2004),5,4.084141111467956e-05,Animation|Children|Comedy
movie_8814,movie,Without a Paddle (2004),7,4.939884617059414e-05,Comedy
movie_8978,movie,Christmas with the Kranks (2004),2,2.8780990243845316e-05,Children|Comedy
movie_25887,movie,Tales of Manhattan (1942),1,2.4538385392396186e-05,Comedy|Drama
movie_26183,movie,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),2,3.042331382847794e-05,Action|Adventure|Animation|Children|Comedy
movie_26184,movie,"Diamond Arm, The (Brilliantovaya ruka) (1968)",2,3.042331382847794e-05,Action|Adventure|Comedy|Crime|Thriller
movie_26265,movie,Dr. Phibes Rises Again (1972),1,2.4538385392396186e-05,Adventure|Comedy|Horror|Romance
movie_26429,movie,Love at First Bite (1979),1,2.4538385392396186e-05,Comedy|Horror|Romance
movie_26645,movie,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),1,2.4538385392396186e-05,Comedy
movie_27619,movie,"Lion King 1½, The (2004)",2,2.8089742166931164e-05,Adventure|Animation|Children|Comedy
movie_27826,movie,Touch of Pink (2004),1,2.4538385392396186e-05,Comedy|Drama|Romance
movie_31851,movie,Sons of the Desert (1933),1,2.4538385392396186e-05,Comedy
movie_31925,movie,Royal Flash (1975),1,2.4538385392396186e-05,Adventure|Comedy|Romance
movie_32060,movie,"Cat and the Canary, The (1927)",1,2.4538385392396186e-05,Horror|Mystery
movie_32243,movie,Stealing Rembrandt (Rembrandt) (2003),1,2.4538385392396186e-05,Action|Comedy|Crime
movie_32596,movie,Sahara (2005),7,4.7890512532629284e-05,Action|Adventure|Comedy
movie_33090,movie,Mutant Aliens (2001),2,3.0205114704373474e-05,Animation|Comedy|Sci-Fi
movie_33830,movie,Herbie: Fully Loaded (2005),3,3.4575133618502344e-05,Adventure|Comedy|Romance
movie_34312,movie,"Calcium Kid, The (2004)",1,2.4538385392396186e-05,Comedy
movie_34332,movie,Sky High (2005),6,4.592126846008279e-05,Action|Adventure|Children|Comedy
movie_35807,movie,"Teahouse of the August Moon, The (1956)",1,2.4538385392396186e-05,Comedy
